country,ecosystem,activity,activity_type,project_size_filter,project_size_ha,price_type,country_size_ha,country_code,base_size,project_name,total_cost_npv,total_cost,total_weighted_cost_npv,total_weighted_cost,capex_npv,capex,opex_npv,opex,country_abatement_potential,project_abatement_potential,cost_per_tco2e,cost_per_tco2e_npv,feasibility_analysis_npv,feasibility_analysis,conservation_planning_npv,conservation_planning,data_collection_npv,data_collection,community_representation_npv,community_representation,blue_carbon_project_planning_npv,blue_carbon_project_planning,establishing_carbon_rights_npv,establishing_carbon_rights,validation_npv,validation,implementation_labor_npv,implementation_labor,monitoring_maintenance_npv,monitoring_maintenance,community_benefit_npv,community_benefit,carbon_standard_fees_npv,carbon_standard_fees,baseline_reassessment_npv,baseline_reassessment,mrv_npv,mrv,long_term_project_operating_npv,long_term_project_operating,initial_price_assumption,leftover_after_opex,leftover_after_opex_npv,total_revenue,total_revenue_npv,credits_issued,monitoring_npv,maintenance_npv,monitoring,maintenance
United States,Salt marsh,Conservation,,Medium,4000,Opex breakeven,947084624.2706754,USA,4000,United States Salt marsh Conservation  Medium,3996945,5807738,0.00422026173540505,0.006132227101112938,1475926,1576567,2521018,4231171,140193,6060,824,824,100000,100000,629559,667067,76963,80000,351049,379500,88900,100000,185006,200000,44450,50000,0,0,517703,857000,126051,241202,514,970,75812,120000,223062,400000,1577877,2612000,809.8919215337728,592861,0,4824032,2521018,4848,517703,0,857000,0
United States,Salt marsh,Conservation,,Medium,4000,Market price,947084624.2706754,USA,4000,United States Salt marsh Conservation  Medium,3875563,5575471,0.004092097897782331,0.005886982912739737,1475926,1576567,2399636,3998904,140193,6060,799,799,100000,100000,629559,667067,76963,80000,351049,379500,88900,100000,185006,200000,44450,50000,0,0,517703,857000,4669,8935,514,970,75812,120000,223062,400000,1577877,2612000,30,-3820212,-2306252,178692,93384,4848,517703,0,857000,0
United States,Salt marsh,Conservation,,Large,8000,Opex breakeven,947084624.2706754,USA,4000,United States Salt marsh Conservation  Large,3997485,5808759,0.00422083190620728,0.006133305146277895,1475926,1576567,2521559,4232192,140193,12120,412,412,100000,100000,629559,667067,76963,80000,351049,379500,88900,100000,185006,200000,44450,50000,0,0,517703,857000,126078,241253,1028,1939,75812,120000,223062,400000,1577877,2612000,405.0328406530359,592875,0,4825067,2521559,9696,517703,0,857000,0
United States,Salt marsh,Conservation,,Large,8000,Market price,947084624.2706754,USA,4000,United States Salt marsh Conservation  Large,3880746,5585375,0.004097570481611882,0.005897440267601375,1475926,1576567,2404819,4008808,140193,12120,400,400,100000,100000,629559,667067,76963,80000,351049,379500,88900,100000,185006,200000,44450,50000,0,0,517703,857000,9338,17869,1028,1939,75812,120000,223062,400000,1577877,2612000,30,-3651425,-2218052,357383,186767,9696,517703,0,857000,0
Indonesia,Mangrove,Restoration,Planting,Small,100,Opex breakeven,188785480.2259437,IDN,500,Indonesia Mangrove Restoration Planting Small,3049650,4218578,0.01615404953998631,0.02234588165864816,1465898,1571800,1583752,2646778,13194617,77412,49,49,50000,50000,629559,667067,76963,80000,268724,284733,88900,100000,129504,140000,44450,50000,177799,200000,222327,349980,791876,1336412,7482,12386,75812,120000,167296,300000,318958,528000,36.77724752110556,26045,0,2672823,1583752,61930,181226,41101,300000,49980
Indonesia,Mangrove,Restoration,Hydrology,Small,100,Opex breakeven,188785480.2259437,IDN,500,Indonesia Mangrove Restoration Hydrology Small,3306628,4538630,0.01751526651330672,0.02404120271626844,1634808,1761800,1671820,2776830,13194617,129020,32,32,50000,50000,629559,667067,76963,80000,268724,284733,88900,100000,129504,140000,44450,50000,346709,390000,261373,397461,835910,1410726,12470,20643,75812,120000,167296,300000,318958,528000,23.293397808232,44622,0,2821452,1671820,103216,181226,80147,300000,97461
Indonesia,Mangrove,Restoration,Planting,Small,100,Market price,188785480.2259437,IDN,500,Indonesia Mangrove Restoration Planting Small,2903725,3972306,0.01538108225550366,0.02104137455510791,1465898,1571800,1437826,2400506,13194617,77412,47,47,50000,50000,629559,667067,76963,80000,268724,284733,88900,100000,129504,140000,44450,50000,177799,200000,222327,349980,645950,1090140,7482,12386,75812,120000,167296,300000,318958,528000,30,-220226,-145925,2180280,1291901,61930,181226,41101,300000,49980
Indonesia,Mangrove,Restoration,Hydrology,Small,100,Market price,188785480.2259437,IDN,500,Indonesia Mangrove Restoration Hydrology Small,3547302,4944804,0.01879012091265965,0.0261927135184439,1634808,1761800,1912494,3183004,13194617,129020,34,34,50000,50000,629559,667067,76963,80000,268724,284733,88900,100000,129504,140000,44450,50000,346709,390000,261373,397461,1076584,1816900,12470,20643,75812,120000,167296,300000,318958,528000,30,450796,240674,3633800,2153168,103216,181226,80147,300000,97461
Indonesia,Mangrove,Restoration,Planting,Medium,500,Opex breakeven,188785480.2259437,IDN,500,Indonesia Mangrove Restoration Planting Medium,4121866,5601910,0.02183359649834742,0.02967341552589467,2159999,2371800,1961866,3230110,13194617,377384,14,14,50000,50000,629559,667067,76963,80000,268724,284733,88900,100000,129504,140000,44450,50000,871900,1000000,382779,549900,980933,1671829,36087,60381,75812,120000,167296,300000,318958,528000,9.404904708383272,113547,0,3343657,1961866,301907,181226,201553,300000,249900
Indonesia,Mangrove,Restoration,Hydrology,Medium,500,Opex breakeven,188785480.2259437,IDN,500,Indonesia Mangrove Restoration Hydrology Medium,5381238,7196908,0.02850451207137109,0.03812214790770212,2988305,3321800,2392933,3875108,13194617,628973,11,11,50000,50000,629559,667067,76963,80000,268724,284733,88900,100000,129504,140000,44450,50000,1700206,1950000,574254,787305,1196467,2039168,60146,100636,75812,120000,167296,300000,318958,528000,6.88282711429324,203227,0,4078335,2392933,503178,181226,393028,300000,487305
Indonesia,Mangrove,Restoration,Planting,Medium,500,Market price,188785480.2259437,IDN,500,Indonesia Mangrove Restoration Planting Medium,6269937,9262922,0.03321196626189665,0.04906586030299511,2159999,2371800,4109938,6891122,13194617,377384,21,21,50000,50000,629559,667067,76963,80000,268724,284733,88900,100000,129504,140000,44450,50000,871900,1000000,382779,549900,3129005,5332840,36087,60381,75812,120000,167296,300000,318958,528000,30,3774559,2148072,10665681,6258010,301907,181226,201553,300000,249900
Indonesia,Mangrove,Restoration,Hydrology,Medium,500,Market price,188785480.2259437,IDN,500,Indonesia Mangrove Restoration Hydrology Medium,9399780,14045808,0.04979079952944518,0.07440089133544374,2988305,3321800,6411475,10724008,13194617,628973,19,19,50000,50000,629559,667067,76963,80000,268724,284733,88900,100000,129504,140000,44450,50000,1700206,1950000,574254,787305,5215008,8888067,60146,100636,75812,120000,167296,300000,318958,528000,30,7052127,4018541,17776135,10430016,503178,181226,393028,300000,487305
Indonesia,Mangrove,Restoration,Planting,Large,1000,Opex breakeven,188785480.2259437,IDN,500,Indonesia Mangrove Restoration Planting Large,5439634,7395624,0.02881383670762018,0.03917475004512377,3043083,3451800,2396551,3943824,13194617,716061,9,9,50000,50000,629559,667067,153925,160000,268724,284733,88900,100000,129504,140000,44450,50000,1678021,2000000,569126,799800,1198275,2081455,67083,114570,75812,120000,167296,300000,318958,528000,6.129651083822705,219085,0,4162909,2396551,572849,181226,387900,300000,499800
Indonesia,Mangrove,Restoration,Hydrology,Large,1000,Opex breakeven,188785480.2259437,IDN,500,Indonesia Mangrove Restoration Hydrology Large,7860207,10564606,0.04163565434477633,0.05596090328215912,4637203,5351800,3223004,5212806,13194617,1193435,8,8,50000,50000,629559,667067,153925,160000,268724,284733,88900,100000,129504,140000,44450,50000,3272141,3900000,937631,1274610,1611502,2799247,111805,190950,75812,120000,167296,300000,318958,528000,4.946081270352452,385687,0,5598493,3223004,954748,181226,756405,300000,974610
Indonesia,Mangrove,Restoration,Planting,Large,1000,Market price,188785480.2259437,IDN,500,Indonesia Mangrove Restoration Planting Large,10106009,15501313,0.05353170692949927,0.08211072684958397,3043083,3451800,7062926,12049513,13194617,716061,18,18,50000,50000,629559,667067,153925,160000,268724,284733,88900,100000,129504,140000,44450,50000,1678021,2000000,569126,799800,5864651,10187144,67083,114570,75812,120000,167296,300000,318958,528000,30,8324774,4666376,20374287,11729302,572849,181226,387900,300000,499800
Indonesia,Mangrove,Restoration,Hydrology,Large,1000,Market price,188785480.2259437,IDN,500,Indonesia Mangrove Restoration Hydrology Large,16023123,24743932,0.0848747635719817,0.1310690418054703,4637203,5351800,11385920,19392132,13194617,1193435,17,17,50000,50000,629559,667067,153925,160000,268724,284733,88900,100000,129504,140000,44450,50000,3272141,3900000,937631,1274610,9774418,16978573,111805,190950,75812,120000,167296,300000,318958,528000,30,14565013,8162916,33957145,19548836,954748,181226,756405,300000,974610
Indonesia,Mangrove,Conservation,,Small,4000,Opex breakeven,188785480.2259437,IDN,20000,Indonesia Mangrove Conservation  Small,2846847,4082897,0.01507979849187985,0.02162717702184233,1288099,1371800,1558748,2711097,14440453,398124,9,9,50000,50000,629559,667067,76963,80000,268724,284733,88900,100000,129504,140000,44450,50000,0,0,181226,300000,779374,1399398,36081,63700,75812,120000,167296,300000,318958,528000,7.320034214539688,87698,0,2798795,1558748,318499,181226,0,300000,0
Indonesia,Mangrove,Conservation,,Small,4000,Market price,188785480.2259437,IDN,20000,Indonesia Mangrove Conservation  Small,5261614,8418709,0.02787086164520043,0.04459404923474122,1288099,1371800,3973515,7046909,14440453,398124,17,17,50000,50000,629559,667067,76963,80000,268724,284733,88900,100000,129504,140000,44450,50000,0,0,181226,300000,3194141,5735210,36081,63700,75812,120000,167296,300000,318958,528000,30,4423510,2414766,11470419,6388281,318499,181226,0,300000,0
Indonesia,Mangrove,Conservation,,Medium,20000,Opex breakeven,188785480.2259437,IDN,20000,Indonesia Mangrove Conservation  Medium,3135497,4596838,0.01660878260471806,0.02434953151322006,1288099,1371800,1847398,3225038,14440453,1990620,2,2,50000,50000,629559,667067,76963,80000,268724,284733,88900,100000,129504,140000,44450,50000,0,0,181226,300000,923699,1658539,180406,318499,75812,120000,167296,300000,318958,528000,1.735112272002586,92039,0,3317077,1847398,1592496,181226,0,300000,0
Indonesia,Mangrove,Conservation,,Medium,20000,Market price,188785480.2259437,IDN,20000,Indonesia Mangrove Conservation  Medium,18182501,31614347,0.09631302671285248,0.1674617505655788,1288099,1371800,16894402,30242547,14440453,1990620,11,11,50000,50000,629559,667067,76963,80000,268724,284733,88900,100000,129504,140000,44450,50000,0,0,181226,300000,15970703,28676048,180406,318499,75812,120000,167296,300000,318958,528000,30,27109548,15047004,57352095,31941406,1592496,181226,0,300000,0
Indonesia,Mangrove,Conservation,,Large,40000,Opex breakeven,188785480.2259437,IDN,20000,Indonesia Mangrove Conservation  Large,4386954,6528971,0.0232377722839149,0.03458407390327872,1656813,1760933,2730141,4768038,14440453,3981239,1,1,50000,50000,786949,833833,153925,160000,403085,427100,88900,100000,129504,140000,44450,50000,0,0,362453,600000,1365071,2451040,360812,636998,75812,120000,167296,300000,398698,660000,1.282101278601037,134042,0,4902080,2730141,3184991,362453,0,600000,0
Indonesia,Mangrove,Conservation,,Large,40000,Market price,188785480.2259437,IDN,20000,Indonesia Mangrove Conservation  Large,34963290,61430027,0.1852011603760785,0.3253959304840544,1656813,1760933,33306477,59669093,14440453,3981239,11,11,50000,50000,786949,833833,153925,160000,403085,427100,88900,100000,129504,140000,44450,50000,0,0,362453,600000,31941406,57352095,360812,636998,75812,120000,167296,300000,398698,660000,30,55035097,30576336,114704190,63882813,3184991,362453,0,600000,0
Indonesia,Seagrass,Restoration,Planting,Small,100,Opex breakeven,188785480.2259437,IDN,500,Indonesia Seagrass Restoration Planting Small,3487262,4749600,0.01847208797957527,0.02515871450662173,1775138,1919653,1712124,2829947,21283,1892,2304,2304,50000,50000,629559,667067,76963,80000,268724,284733,88900,100000,129504,140000,44450,50000,487039,547853,293812,436908,856062,1444736,183,303,75812,120000,167296,300000,318958,528000,1626.726354580647,59524,0,2889471,1712124,1514,181226,112586,300000,136908
Indonesia,Seagrass,Restoration,Planting,Small,100,Market price,188785480.2259437,IDN,500,Indonesia Seagrass Restoration Planting Small,2646988,3331508,0.01402114186341032,0.01764705630969478,1775138,1919653,871850,1411855,21283,1892,1749,1749,50000,50000,629559,667067,76963,80000,268724,284733,88900,100000,129504,140000,44450,50000,487039,547853,293812,436908,15787,26644,183,303,75812,120000,167296,300000,318958,528000,30,-1358568,-840275,53287,31575,1514,181226,112586,300000,136908
Indonesia,Seagrass,Restoration,Planting,Medium,500,Opex breakeven,188785480.2259437,IDN,500,Indonesia Seagrass Restoration Planting Medium,6269027,8254367,0.03320714597593551,0.04372352677822968,3676464,4111064,2592563,4143302,21283,9224,850,850,50000,50000,629559,667067,76963,80000,268724,284733,88900,100000,129504,140000,44450,50000,2388365,2739264,733333,984542,1296281,2209284,882,1476,75812,120000,167296,300000,318958,528000,508.5122915878075,275267,0,4418569,2592563,7379,181226,552107,300000,684542
Indonesia,Seagrass,Restoration,Planting,Medium,500,Market price,188785480.2259437,IDN,500,Indonesia Seagrass Restoration Planting Medium,5049221,6175420,0.02674581219888813,0.03271130805509558,3676464,4111064,1372756,2064356,21283,9224,684,684,50000,50000,629559,667067,76963,80000,268724,284733,88900,100000,129504,140000,44450,50000,2388365,2739264,733333,984542,76475,130338,882,1476,75812,120000,167296,300000,318958,528000,30,-1803680,-1219806,260676,152950,7379,181226,552107,300000,684542
Indonesia,Seagrass,Restoration,Planting,Large,1000,Opex breakeven,188785480.2259437,IDN,500,Indonesia Seagrass Restoration Planting Large,9576590,12689903,0.05072736520064187,0.06721863876825893,5961605,6930329,3614985,5759575,21283,17501,684,684,50000,50000,629559,667067,153925,160000,268724,284733,88900,100000,129504,140000,44450,50000,4596543,5478529,1243786,1669084,1807493,3139690,1640,2800,75812,120000,167296,300000,318958,528000,378.3056100985158,519805,0,6279380,3614985,14001,181226,1062560,300000,1369084
Indonesia,Seagrass,Restoration,Planting,Large,1000,Market price,188785480.2259437,IDN,500,Indonesia Seagrass Restoration Planting Large,7912433,9799193,0.04191229638280539,0.05190649719603464,5961605,6930329,1950829,2868865,21283,17501,565,565,50000,50000,629559,667067,153925,160000,268724,284733,88900,100000,129504,140000,44450,50000,4596543,5478529,1243786,1669084,143336,248980,1640,2800,75812,120000,167296,300000,318958,528000,30,-2370904,-1664157,497961,286672,14001,181226,1062560,300000,1369084
Indonesia,Seagrass,Conservation,,Small,400,Opex breakeven,188785480.2259437,IDN,2000,Indonesia Seagrass Conservation  Small,2774783,4041731,0.01469807421989796,0.0214091199978025,1288099,1371800,1486684,2669931,21347,582,5960,5960,50000,50000,629559,667067,76963,80000,268724,284733,88900,100000,129504,140000,44450,50000,0,0,181226,300000,743342,1421838,49,93,75812,120000,167296,300000,318958,528000,4972.386513099701,173744,0,2843675,1486684,466,181226,0,300000,0
Indonesia,Seagrass,Conservation,,Small,400,Market price,188785480.2259437,IDN,2000,Indonesia Seagrass Conservation  Small,2035926,2628472,0.0107843357315581,0.01392306228664499,1288099,1371800,747827,1256672,21347,582,4373,4373,50000,50000,629559,667067,76963,80000,268724,284733,88900,100000,129504,140000,44450,50000,0,0,181226,300000,4485,8578,49,93,75812,120000,167296,300000,318958,528000,30,-1239515,-738857,17157,8970,466,181226,0,300000,0
